STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72205012815,1/17/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",55.6,24,46.2,24,1023.5,24,19.8,24,10,24,5.2,24,8.9,999.9,73.9, ,44.1, ,0,G,999.9,0
72205012815,1/18/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",61.5,24,41.4,24,1021.2,24,17.6,24,10,24,2.9,24,7,999.9,75.9, ,44.1, ,0,G,999.9,0
72205012815,1/19/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",63.1,24,50.8,24,1017.5,24,13.9,24,9.7,24,5.1,24,15,22,80.1, ,48, ,0,G,999.9,0
72205012815,1/20/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",63.2,24,53.8,24,1011.7,19,7.7,24,9.8,24,13.1,24,27,33,69.1,*,48.2,*,0.45,G,999.9,10000
72205012815,1/21/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",48,24,35.3,24,1023.7,24,20,24,10,24,9.8,24,15.9,18.1,66.9, ,37.9, ,0,I,999.9,0
72205012815,1/22/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",56.8,24,46.9,24,1028.4,24,24.6,24,10,24,9.3,24,19,22,73, ,37.9, ,0,G,999.9,0
72205012815,1/23/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",66,24,56.3,24,1023.8,24,20.4,24,9.9,24,7.8,24,15,20,79, ,44.1, ,0,G,999.9,10000
72205012815,1/24/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",70.1,24,62.3,24,1014.2,18,10.3,24,9.5,24,11.7,24,22.9,31.1,79, ,57.9, ,0.02,G,999.9,10010
72205012815,1/25/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",54.8,24,40.6,24,1020.6,22,16.7,24,10,24,9.3,24,15,17.1,75.9, ,44.1, ,0.74,G,999.9,0
72205012815,1/26/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",53.4,24,39.2,24,1022.7,24,18.9,24,10,24,10,24,15,20,64, ,44.1, ,0,G,999.9,0
72205012815,1/27/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",54,24,47,24,1016.9,18,12.6,24,7.8,24,13.6,24,21,28,64, ,48, ,0.08,G,999.9,10000
72205012815,1/28/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",49.9,24,44.9,24,1014.2,21,10.8,24,9,24,12.7,24,18.1,24.1,57.9, ,45, ,2.08,G,999.9,10000
72205012815,1/29/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",53.6,24,40.2,24,1016.8,24,13.2,24,10,24,4.8,24,8.9,999.9,68, ,42.1, ,0.15,G,999.9,0
72205012815,1/30/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",54.6,24,41.5,24,1019.9,21,16,24,10,24,7.7,24,13,999.9,68, ,42.1, ,0,G,999.9,0
72205012815,1/31/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",52.2,24,40.2,24,1025.3,24,21.6,24,10,24,9.9,24,15,22,64.9, ,44.1, ,0,G,999.9,0
72205012815,2/1/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",62.3,24,55.2,24,1023.7,24,20,24,10,24,6.3,24,12,999.9,75, ,44.1, ,0,G,999.9,0
72205012815,2/2/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",67,24,61.9,24,1020.6,20,17.3,24,10,24,6.6,24,11.1,999.9,77, ,53.1, ,0,G,999.9,0
72205012815,2/3/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",65.7,24,63.3,24,1016.8,14,13.3,24,6.1,24,3.6,24,8.9,999.9,72,*,60.8,*,0.03,G,999.9,110000
72205012815,2/4/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",62.2,24,57.8,24,1017.3,19,13.5,24,8.5,24,5.3,24,11.1,999.9,73, ,57, ,0,G,999.9,10000
72205012815,2/5/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",62.6,24,52.5,24,1018.9,24,15.3,24,10,24,3.3,24,11.1,999.9,78.1, ,52, ,0,G,999.9,100000
72205012815,2/6/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",65.7,24,53.6,24,1020.8,24,17.2,24,10,24,2.8,24,8,999.9,81, ,52, ,0,G,999.9,0
72205012815,2/7/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",68.1,24,58.8,24,1021.3,24,17.7,24,10,24,3.9,24,11.1,999.9,82, ,53.1, ,0,G,999.9,100000
72205012815,2/8/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",69.2,24,58.8,24,1022.5,24,18.8,24,10,24,2.9,24,8.9,999.9,82.9, ,55.9, ,0,G,999.9,100000
72205012815,2/9/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",66.9,24,57.2,24,1026,23,22.3,24,10,24,9.9,24,19,25.1,82.9, ,57.9, ,0,G,999.9,10000
72205012815,2/10/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",67.6,24,65,24,1025.2,9,22.6,24,6.4,24,10.9,24,18.1,22,78.1, ,59, ,0.47,G,999.9,10000
72205012815,2/11/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",70.3,24,62.7,24,1021.5,24,17.8,24,9.7,24,5.6,24,11.1,999.9,84, ,60.1, ,0.25,G,999.9,100000
72205012815,2/12/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73.8,24,67.3,24,1017.7,19,14.1,24,9.3,24,8.2,24,15,22.9,84.9, ,60.1, ,0,G,999.9,10010
72205012815,2/13/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",63.5,24,59.6,24,1017.8,17,14.1,24,9.2,24,7.8,24,15.9,28,84.9, ,55, ,0.75,G,999.9,10010
72205012815,2/14/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",58.3,24,45.3,24,1019.5,24,15.8,24,10,24,8.3,24,13,19,75, ,46, ,0.09,G,999.9,0
72205012815,2/15/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",65.5,24,53.8,24,1016.2,24,12.5,24,10,24,3.8,24,8,999.9,79, ,46, ,0,G,999.9,0
72205012815,2/16/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",66.7,24,56.5,24,1012.8,24,9.3,24,10,24,5.9,24,14,20,81, ,53.1, ,0,G,999.9,0
72205012815,2/17/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",71.3,24,62.3,24,1014.1,24,10.6,24,9.4,24,5.6,24,13,19,84.9, ,55, ,0,G,999.9,100000
72205012815,2/18/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73.8,24,65.8,24,1017.5,23,14,24,8.4,24,5.3,24,8.9,999.9,86, ,60.1, ,0,G,999.9,110000
72205012815,2/19/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73.7,24,64.6,24,1021.6,22,18.2,24,10,24,6.2,24,14,999.9,86, ,64.9, ,0,G,999.9,0
72205012815,2/20/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",75.4,24,67.4,24,1019.6,22,16.1,24,10,24,9.3,24,17.1,26,87.1, ,64.9, ,0,G,999.9,0
72205012815,2/21/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73.9,24,67.4,24,1019.5,23,15.8,24,9.3,24,5,24,9.9,17.1,87.1, ,64, ,0,G,999.9,110000
72205012815,2/22/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",75.9,24,66.4,24,1020.6,24,17,24,10,24,5.3,24,8,17.1,87.1, ,64, ,0.03,G,999.9,100000
72205012815,2/23/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",77.7,24,69,24,1020.1,20,16.8,24,9.7,24,7.6,24,12,18.1,88, ,66, ,0,G,999.9,0
72205012815,2/24/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",77.3,24,67.1,24,1018.2,23,14.7,24,10,24,9.5,24,18.1,24.1,88, ,68, ,0,G,999.9,10000
72205012815,2/25/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",70.3,24,51,24,1023,24,19.3,24,10,24,11.7,24,15.9,22,88, ,60.1, ,0,G,999.9,0
72205012815,2/26/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",66.4,24,56,24,1025.6,24,21.9,24,10,24,7.7,24,14,19,75.9, ,59, ,0,G,999.9,10000
72205012815,2/27/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",69.7,24,62.2,24,1020.9,24,17.3,24,9.8,24,4.7,24,14,20,82.9, ,59, ,0.11,G,999.9,10010
72205012815,2/28/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",69.8,24,62.8,24,1017.4,20,13.7,24,10,24,5,24,8.9,999.9,82.9, ,63, ,0.03,G,999.9,0
72205012815,3/1/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",70.7,24,60.8,24,1019,24,15.4,24,10,24,3.3,24,9.9,999.9,82.9, ,62.1, ,0,G,999.9,0
72205012815,3/2/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73,24,61.6,24,1019.3,24,15.7,24,10,24,4.2,24,11.1,14,86, ,61, ,0,G,999.9,0
72205012815,3/3/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",74.3,24,62.8,24,1016.3,24,12.6,24,9.4,24,5,24,13,20,86, ,61, ,0,G,999.9,0
72205012815,3/4/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",75.3,24,64.2,24,1013.4,23,9.6,24,10,24,10.6,24,17.1,24.1,86, ,63, ,0,G,999.9,10000
72205012815,3/5/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",61.2,24,54.6,24,1017.3,16,13.8,24,9.5,24,7.8,24,13,18.1,84.9, ,54, ,0,G,999.9,10000
72205012815,3/6/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",52.5,24,30.3,24,1025.3,24,21.3,24,10,24,10.4,24,14,19,63, ,42.1, ,0.08,G,999.9,0
72205012815,3/7/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",55,24,40.4,24,1026.8,24,23,24,10,24,6.3,24,13,17.1,72, ,42.1, ,0,G,999.9,0
72205012815,3/8/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",64,24,50.7,24,1023.4,24,19.7,24,10,24,5,24,9.9,999.9,79, ,42.1, ,0,G,999.9,0
72205012815,3/9/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",69.5,24,57.7,24,1019.8,24,16.1,24,10,24,5.1,24,15,19,82.9, ,52, ,0,G,999.9,0
72205012815,3/10/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",74.4,24,64.2,24,1020.2,22,16.8,24,9.9,24,5.5,24,9.9,15.9,87.1, ,59, ,0,G,999.9,0
72205012815,3/11/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",75.5,24,64.6,24,1021.4,24,17.8,24,10,24,4.4,24,8.9,999.9,87.1, ,64, ,0,G,999.9,100000
72205012815,3/12/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",71.3,24,60.3,24,1021,23,17.4,24,9.9,24,7.5,24,15,999.9,87.1, ,64, ,0,G,999.9,0
72205012815,3/13/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",69.2,24,56.9,24,1021.2,24,17.5,24,10,24,10.2,24,17.1,22,79,*,61,*,0,G,999.9,0
72205012815,3/14/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",71.1,24,58.9,24,1020.7,24,17,24,10,24,7.7,24,13,15,82.9, ,60.1, ,0,G,999.9,0
72205012815,3/15/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",72.2,24,60.7,24,1020,24,16.4,24,9.9,24,4.5,24,11.1,999.9,86, ,60.1, ,0,G,999.9,100000
72205012815,3/16/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",72.6,24,64.7,24,1019.2,21,15.6,24,9.7,24,5.1,24,15,999.9,86, ,60.1, ,0,G,999.9,10000
72205012815,3/17/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",65.2,24,55.2,24,1019.4,22,15.6,24,10,24,8.5,24,14,999.9,82, ,60.1, ,0.01,G,999.9,10000
72205012815,3/18/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",61.3,24,51.6,24,1019.3,20,15.6,24,10,24,10.5,24,15,22,73, ,57.9, ,0,B,999.9,0
72205012815,3/19/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",60.3,24,51.8,24,1019.9,24,16.2,24,10,24,7.8,24,13,999.9,66.9, ,55.9, ,0.06,G,999.9,10000
72205012815,3/20/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",63.2,24,54.4,24,1018.1,22,14.6,24,7.3,24,11.8,24,17.1,19,73.9, ,55.9, ,0.18,G,999.9,10000
72205012815,3/21/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",64.7,24,46.2,24,1016.3,24,12.6,24,10,24,8.5,24,15.9,25.1,75.9, ,55.9, ,0.04,G,999.9,0
72205012815,3/22/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",64,24,43.9,24,1016.9,24,13.3,24,10,24,7.7,24,14,19,78.1, ,50, ,0,G,999.9,0
72205012815,3/23/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",64.2,24,42.4,24,1020.9,24,17.2,24,10,24,6.3,24,12,14,81, ,50, ,0,G,999.9,0
72205012815,3/24/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",67.8,24,54.5,24,1023.4,24,19.8,24,10,24,7.6,24,13,18.1,82, ,50, ,0,G,999.9,0
72205012815,3/25/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",70.4,24,56.1,24,1019.9,24,16.3,24,10,24,4.2,24,9.9,999.9,84, ,57.9, ,0,G,999.9,0
72205012815,3/26/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",72.6,24,59.2,24,1016.1,24,12.4,24,10,24,7.4,24,13,15,84, ,57.9, ,0,G,999.9,0
72205012815,3/27/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",64,24,56.4,24,1018,21,14.1,24,9.7,24,11.9,24,22.9,33,84, ,59, ,0,G,999.9,10010
72205012815,3/28/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",65.6,24,52.8,24,1022.3,23,18.5,24,10,24,14.5,24,20,29.9,79,*,57.2,*,0.23,G,999.9,0
72205012815,3/29/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",67.4,24,55.3,24,1022,24,18.3,24,10,24,9.3,24,13,18.1,79, ,57, ,0,G,999.9,0
72205012815,3/30/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",69.6,24,54.4,24,1019.1,24,15.5,24,10,24,5.4,24,13,999.9,82, ,57, ,0,G,999.9,0
72205012815,3/31/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",71,24,58.5,24,1016.7,24,13.1,24,10,24,5.2,24,12,999.9,86, ,57.9, ,0,G,999.9,0
72205012815,4/1/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",69.3,24,58,24,1017.7,23,14,24,10,24,8.1,24,13,999.9,86, ,57.9, ,0,G,999.9,10000
72205012815,4/2/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",66.8,24,60.1,24,1017.9,13,14.2,24,8.3,24,5.7,24,13,21,77,*,60.8,*,0,G,999.9,110000
72205012815,4/3/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",65.1,24,52.6,24,1023.8,24,20,24,10,24,9.2,24,14,19,78.1, ,55, ,0,G,999.9,0
72205012815,4/4/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",69.5,24,55.4,24,1024.7,24,21,24,10,24,8.1,24,12,19,82.9, ,55, ,0,G,999.9,0
72205012815,4/5/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",72.8,24,62.3,24,1020.1,23,16.6,24,9.8,24,6.2,24,13,21,84.9, ,60.1, ,0.51,G,999.9,10010
72205012815,4/6/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",76.2,24,64.6,24,1019.8,23,16.1,24,9.7,24,4.7,24,12,999.9,88, ,64.9, ,0.06,G,999.9,10
72205012815,4/7/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",76.7,24,66.2,24,1020.7,21,17.2,24,8.5,24,6.3,24,13,20,89.1, ,64.9, ,0.01,G,999.9,110010
72205012815,4/8/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",77.8,24,67,24,1017.9,24,14.3,24,10,24,8.8,24,20,29.9,91, ,66, ,0,G,999.9,10
72205012815,4/9/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",76.3,24,68,24,1011.6,24,8.1,24,10,24,10,24,19,24.1,91, ,69.1, ,0,G,999.9,10000
72205012815,4/10/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73.1,24,64.3,24,1008.2,24,4.7,24,9.9,24,5.1,24,8.9,999.9,86, ,66, ,0.11,G,999.9,10000
72205012815,4/11/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73.4,24,62.8,24,1011.2,24,7.6,24,10,24,6.3,24,12,999.9,87.1, ,64, ,0,G,999.9,0
72205012815,4/12/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",77.5,24,65.9,24,1014.5,24,11,24,10,24,7.6,24,13,21,89.1, ,64, ,0,G,999.9,0
72205012815,4/13/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",78.9,24,68.3,24,1015.4,22,12,24,10,24,7.6,24,13,18.1,91.9, ,68, ,0.01,G,999.9,10000
72205012815,4/14/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",78.8,24,69.6,24,1013.1,23,9.6,24,9.8,24,11.3,24,20,25.1,91.9, ,70, ,0,G,999.9,10000
72205012815,4/15/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",74.1,24,59.6,24,1014.5,23,10.6,24,10,24,9.7,24,17.1,20,90, ,66, ,0.21,G,999.9,10000
72205012815,4/16/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",70.1,24,47.8,24,1020.3,24,16.7,24,9.8,24,7,24,14,15.9,84.9, ,57, ,0,G,999.9,0
72205012815,4/17/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",72.5,24,57.6,24,1019.7,24,16.2,24,9.7,24,6.6,24,13,18.1,84.9, ,57, ,0,G,999.9,0
72205012815,4/18/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",76.2,24,62.1,24,1016,24,12.3,24,10,24,7.7,24,13,19,91, ,61, ,0,G,999.9,0
72205012815,4/19/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",76.9,24,69,24,1011,18,6.9,24,9.2,24,13.1,24,29.9,47,91, ,64.9, ,0.02,G,999.9,10010
72205012815,4/20/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",66.3,24,49.8,24,1012.9,24,9.3,24,10,24,10.6,24,19,26,87.1, ,54, ,0.52,G,999.9,0
72205012815,4/21/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",65.8,24,45.4,24,1018.4,24,14.8,24,10,24,5.8,24,9.9,15,77, ,53.1, ,0,G,999.9,0
72205012815,4/22/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",68.4,24,45.8,24,1021.1,24,17.5,24,10,24,3.6,24,9.9,14,82.9, ,53.1, ,0,G,999.9,0
72205012815,4/23/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",70.7,24,53.7,24,1019.8,24,16.2,24,10,24,3.9,24,11.1,999.9,86, ,54, ,0,G,999.9,0
72205012815,4/24/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73,24,58.1,24,1017.4,24,13.8,24,10,24,3.6,24,11.1,999.9,86, ,57, ,0,G,999.9,100000
72205012815,4/25/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",73.9,24,59.8,24,1015.5,24,11.9,24,10,24,7,24,11.1,17.1,86, ,60.1, ,0,G,999.9,0
72205012815,4/26/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",75.3,24,64.7,24,1012.4,24,8.9,24,9.9,24,9.4,24,22,29.9,87.1, ,61, ,0,G,999.9,10000
72205012815,4/27/2019,28.41822,-81.32413,27.1,"ORLANDO INTERNATIONAL AIRPORT, FL US",74.4,24,54.7,24,1015,24,11.4,24,10,24,8.2,24,13,15.9,87.1, ,60.1, ,0.02,G,999.9,0
